ID	URL
371	https://www.campervansforsale.au/listings/new-south-wales-state/sydney-region/over-3000-kg-gvm/
372	https://www.campervansforsale.au/listings/new-south-wales-state/newcastle-region/over-3000-kg-gvm/
373	https://www.campervansforsale.au/listings/new-south-wales-state/central-coast-region/over-3000-kg-gvm/
374	https://www.campervansforsale.au/listings/new-south-wales-state/hunter-region/over-3000-kg-gvm/
375	https://www.campervansforsale.au/listings/new-south-wales-state/illawarra-region/over-3000-kg-gvm/
376	https://www.campervansforsale.au/listings/new-south-wales-state/mid-north-coast-region/over-3000-kg-gvm/
377	https://www.campervansforsale.au/listings/new-south-wales-state/coffs-harbour-region/over-3000-kg-gvm/
378	https://www.campervansforsale.au/listings/new-south-wales-state/richmond-tweed-region/over-3000-kg-gvm/
379	https://www.campervansforsale.au/listings/new-south-wales-state/central-west-region/over-3000-kg-gvm/
380	https://www.campervansforsale.au/listings/new-south-wales-state/riverina-region/over-3000-kg-gvm/
381	https://www.campervansforsale.au/listings/queensland-state/brisbane-region/over-3000-kg-gvm/
382	https://www.campervansforsale.au/listings/queensland-state/gold-coast-region/over-3000-kg-gvm/
383	https://www.campervansforsale.au/listings/queensland-state/sunshine-coast-region/over-3000-kg-gvm/
384	https://www.campervansforsale.au/listings/queensland-state/cairns-region/over-3000-kg-gvm/
385	https://www.campervansforsale.au/listings/queensland-state/townsville-region/over-3000-kg-gvm/
386	https://www.campervansforsale.au/listings/queensland-state/toowoomba-region/over-3000-kg-gvm/
387	https://www.campervansforsale.au/listings/queensland-state/wide-bay-region/over-3000-kg-gvm/
388	https://www.campervansforsale.au/listings/queensland-state/mackay-isaac-whitsunday-region/over-3000-kg-gvm/
389	https://www.campervansforsale.au/listings/queensland-state/central-queensland-region/over-3000-kg-gvm/
390	https://www.campervansforsale.au/listings/victoria-state/melbourne-region/over-3000-kg-gvm/
391	https://www.campervansforsale.au/listings/victoria-state/geelong-region/over-3000-kg-gvm/
392	https://www.campervansforsale.au/listings/victoria-state/ballarat-region/over-3000-kg-gvm/
393	https://www.campervansforsale.au/listings/victoria-state/bendigo-region/over-3000-kg-gvm/
394	https://www.campervansforsale.au/listings/victoria-state/mornington-peninsula-region/over-3000-kg-gvm/
395	https://www.campervansforsale.au/listings/victoria-state/latrobe-gippsland-region/over-3000-kg-gvm/
396	https://www.campervansforsale.au/listings/victoria-state/hume-region/over-3000-kg-gvm/
397	https://www.campervansforsale.au/listings/victoria-state/shepparton-region/over-3000-kg-gvm/
398	https://www.campervansforsale.au/listings/victoria-state/warrnambool-and-south-west-region/over-3000-kg-gvm/
399	https://www.campervansforsale.au/listings/south-australia-state/adelaide-region/over-3000-kg-gvm/
400	https://www.campervansforsale.au/listings/south-australia-state/barossa-yorke-mid-north-region/over-3000-kg-gvm/
401	https://www.campervansforsale.au/listings/south-australia-state/south-australia-south-east-region/over-3000-kg-gvm/
402	https://www.campervansforsale.au/listings/tasmania-state/hobart-region/over-3000-kg-gvm/
403	https://www.campervansforsale.au/listings/tasmania-state/launceston-region/over-3000-kg-gvm/
404	https://www.campervansforsale.au/listings/tasmania-state/north-west-region/over-3000-kg-gvm/
405	https://www.campervansforsale.au/listings/western-australia-state/perth-region/over-3000-kg-gvm/
406	https://www.campervansforsale.au/listings/western-australia-state/bunbury-region/over-3000-kg-gvm/
407	https://www.campervansforsale.au/listings/western-australia-state/mandurah-region/over-3000-kg-gvm/
408	https://www.campervansforsale.au/listings/western-australia-state/western-australia-wheat-belt-region/over-3000-kg-gvm/
409	https://www.campervansforsale.au/listings/northern-territory-state/darwin-region/over-3000-kg-gvm/
410	https://www.campervansforsale.au/listings/australian-capital-territory-state/over-3500-kg-gvm/
411	https://www.campervansforsale.au/listings/new-south-wales-state/over-3500-kg-gvm/
412	https://www.campervansforsale.au/listings/northern-territory-state/over-3500-kg-gvm/
413	https://www.campervansforsale.au/listings/queensland-state/over-3500-kg-gvm/
414	https://www.campervansforsale.au/listings/south-australia-state/over-3500-kg-gvm/
415	https://www.campervansforsale.au/listings/tasmania-state/over-3500-kg-gvm/
416	https://www.campervansforsale.au/listings/victoria-state/over-3500-kg-gvm/
417	https://www.campervansforsale.au/listings/western-australia-state/over-3500-kg-gvm/
418	https://www.campervansforsale.au/listings/australian-capital-territory-state/australian-capital-territory-region/over-3500-kg-gvm/
419	https://www.campervansforsale.au/listings/new-south-wales-state/sydney-region/over-3500-kg-gvm/
